,links
521,https://safecomputing.umich.edu/phishing-alerts/library-account-2017-07-12-000000
522,https://safecomputing.umich.edu/phishing-alerts/hold-invoices-2017-07-12-000000
523,https://safecomputing.umich.edu/phishing-alerts/thanks-your-order-dropbox-plus-2017-07-12-000000
524,https://safecomputing.umich.edu/phishing-alerts/your-outlook-inbox-full-2017-07-11-000000
525,https://safecomputing.umich.edu/phishing-alerts/student-health-services-2017-07-11-000000
526,https://safecomputing.umich.edu/phishing-alerts/important-updates-your-faculty-mark-not-spam-2017-07-11-000000
527,https://safecomputing.umich.edu/phishing-alerts/verify-your-blackboard-account-now-2017-07-10-000000
528,https://safecomputing.umich.edu/phishing-alerts/dear-user-2017-07-03-000000
529,https://safecomputing.umich.edu/phishing-alerts/review-document-blackboard-2017-06-29-000000
530,https://safecomputing.umich.edu/phishing-alerts/security-update-2017-06-27-000000
531,https://safecomputing.umich.edu/phishing-alerts/scan-copy-attached-2017-06-26-000000
532,https://safecomputing.umich.edu/phishing-alerts/email-upgrade-2017-06-26-000000
533,https://safecomputing.umich.edu/phishing-alerts/invoices-payments-and-questions-gpc-97-46374-2017-06-26-000000
534,https://safecomputing.umich.edu/phishing-alerts/your-web-email-account-will-expire-2017-06-22-000000
535,https://safecomputing.umich.edu/phishing-alerts/notification-outstanding-payment-2017-06-19-000000
536,https://safecomputing.umich.edu/phishing-alerts/confirm-your-login-2017-06-15-000000
537,https://safecomputing.umich.edu/phishing-alerts/re-admin-update-2017-06-13-000000
538,https://safecomputing.umich.edu/phishing-alerts/cybersecurity-executive-order-2017-06-12-000000
539,https://safecomputing.umich.edu/phishing-alerts/outlook-web-app-webmail-paychecks-overview-status-2017-06-09-000000
540,https://safecomputing.umich.edu/phishing-alerts/re-all-staff-2017-06-09-000000
541,https://safecomputing.umich.edu/phishing-alerts/you-have-1-new-message-message-center-2017-06-07-000000
542,https://safecomputing.umich.edu/phishing-alerts/validate-your-email-2017-06-05-000000
543,https://safecomputing.umich.edu/phishing-alerts/financial-aid-timelines-updated-2017-05-31-000000
544,https://safecomputing.umich.edu/phishing-alerts/new-document-received-2017-05-30-000000
545,https://safecomputing.umich.edu/phishing-alerts/new-guideline-all-members-american-facial-plastic-surgery-2017-05-22-000000
546,https://safecomputing.umich.edu/phishing-alerts/1-unread-message-2017-05-19-000000
547,https://safecomputing.umich.edu/phishing-alerts/you-have-1-new-important-message-2017-05-16-000000
548,https://safecomputing.umich.edu/phishing-alerts/assignment-notification-2017-05-12-000000
549,https://safecomputing.umich.edu/phishing-alerts/library-account-2017-05-11-000000
550,https://safecomputing.umich.edu/phishing-alerts/inv-cp-98-75494-2017-05-11-000000
551,https://safecomputing.umich.edu/phishing-alerts/helpdesk-2017-05-10-000000-0
552,https://safecomputing.umich.edu/phishing-alerts/helpdesk-2017-05-10-000000
553,https://safecomputing.umich.edu/phishing-alerts/%E2%9A%A0-urgent-your-sent-messages-are-undeliverable-2017-05-09-000000
554,https://safecomputing.umich.edu/phishing-alerts/it-helpdesk-email-account-violated-2017-05-04-000000
555,https://safecomputing.umich.edu/phishing-alerts/user-name-has-shared-document-google-docs-you-2017-05-03-000000
556,https://safecomputing.umich.edu/phishing-alerts/invite-2017-05-02-000000
557,https://safecomputing.umich.edu/phishing-alerts/re-your-password-expires-today-2017-04-28-000000
558,https://safecomputing.umich.edu/phishing-alerts/y%CE%BFur-acc%CE%BFunt-h%D0%B0%D1%95-b%D0%B5%D0%B5n-di%D1%95%D0%B0bl%D0%B5d-2017-04-27-000000
559,https://safecomputing.umich.edu/phishing-alerts/mike-posted-picture-you-2017-04-25-000000
560,https://safecomputing.umich.edu/phishing-alerts/peter-shared-folder-2017-04-24-000000
561,https://safecomputing.umich.edu/phishing-alerts/student-health-center-2017-04-19-000000
562,https://safecomputing.umich.edu/phishing-alerts/library-account-2017-04-18-000000
563,https://safecomputing.umich.edu/phishing-alerts/shared-pdf-2017-04-14-000000
564,https://safecomputing.umich.edu/phishing-alerts/ha-mail-gateway-notification-2017-04-14-000000
565,https://safecomputing.umich.edu/phishing-alerts/reminder-avoid-discontinuing-email-service-2017-04-13-000000
566,https://safecomputing.umich.edu/phishing-alerts/notice-2017-04-12-000000
567,https://safecomputing.umich.edu/phishing-alerts/school-employee-2017-04-10-000000
568,https://safecomputing.umich.edu/phishing-alerts/document-scannedinvoice3091pdf-2017-04-07-000000
569,https://safecomputing.umich.edu/phishing-alerts/warning-inbox-user-name-limited-x-undelivered-messages-2017-04-07-000000
570,https://safecomputing.umich.edu/phishing-alerts/ict-support-team-2017-04-07-000000
571,https://safecomputing.umich.edu/phishing-alerts/pdf-document-notification-2017-04-04-000000
572,https://safecomputing.umich.edu/phishing-alerts/internal-secure-message-2017-04-04-000000
573,https://safecomputing.umich.edu/phishing-alerts/library-notifications-2017-03-31-000000
574,https://safecomputing.umich.edu/phishing-alerts/dear-staffs-2017-03-28-000000
575,https://safecomputing.umich.edu/phishing-alerts/microsoft-exchange-email-validation-2017-03-28-000000
576,https://safecomputing.umich.edu/phishing-alerts/helpdesk-2017-03-28-000000
577,https://safecomputing.umich.edu/phishing-alerts/doc-2017-03-25-000000
578,https://safecomputing.umich.edu/phishing-alerts/re-help-desk-admincleanup-team-2017-03-23-000000
579,https://safecomputing.umich.edu/phishing-alerts/enclosed-scanned-letter-intent-scan000384884-2017-03-23-000000
580,https://safecomputing.umich.edu/phishing-alerts/its-account-update-2017-03-22-000000
581,https://safecomputing.umich.edu/phishing-alerts/admin-authentication-2017-03-22-000000
582,https://safecomputing.umich.edu/phishing-alerts/outlook-mail-closure-been-processed-2017-03-20-000000
583,https://safecomputing.umich.edu/phishing-alerts/re-help-desk-admincleanup-team-2017-03-20-000000
584,https://safecomputing.umich.edu/phishing-alerts/someone-shared-two-documents-you-2017-03-16-000000
585,https://safecomputing.umich.edu/phishing-alerts/update-your-email-address-2017-03-16-000000
586,https://safecomputing.umich.edu/phishing-alerts/scanned-documents-received-2017-03-15-000000
587,https://safecomputing.umich.edu/phishing-alerts/message-human-resources-2017-03-13-000000
588,https://safecomputing.umich.edu/phishing-alerts/faculty-and-staff-remote-e-mail-access-update-microsoft-outlook-2017-03-09-000000
589,https://safecomputing.umich.edu/phishing-alerts/new-message-alert-2017-03-06-000000
590,https://safecomputing.umich.edu/phishing-alerts/account-check-notification-2017-03-06-000000
591,https://safecomputing.umich.edu/phishing-alerts/account-security-issue-2017-03-03-000000
592,https://safecomputing.umich.edu/phishing-alerts/your-email-update-notification-final-notice-2017-03-03-000000
593,https://safecomputing.umich.edu/phishing-alerts/mail-it-helpdesk-2017-03-03-000000
594,https://safecomputing.umich.edu/phishing-alerts/do-it-yourself-2017-02-28-000000
595,https://safecomputing.umich.edu/phishing-alerts/very-urgent-2017-02-27-000000
596,https://safecomputing.umich.edu/phishing-alerts/very-important-university-updates-invitation-edit-2017-02-27-000000
597,https://safecomputing.umich.edu/phishing-alerts/audit-2017-02-27-000000
598,https://safecomputing.umich.edu/phishing-alerts/mail-quota-2017-02-27-000000
599,https://safecomputing.umich.edu/phishing-alerts/un-expected-signin-kindly-re-verify-2017-02-23-000000
600,https://safecomputing.umich.edu/phishing-alerts/project-review-2017-02-23-000000
601,https://safecomputing.umich.edu/phishing-alerts/name-sent-document-you-2017-02-22-000000
602,https://safecomputing.umich.edu/phishing-alerts/unusual-sign-activity-2017-02-16-000000
603,https://safecomputing.umich.edu/phishing-alerts/your-email-update-notification-final-reminder-2017-02-14-000000
604,https://safecomputing.umich.edu/phishing-alerts/admin-authentication-2017-02-14-000000
605,https://safecomputing.umich.edu/phishing-alerts/notice-2017-02-13-000000
606,https://safecomputing.umich.edu/phishing-alerts/outlook-web-access-2017-02-13-000000
607,https://safecomputing.umich.edu/phishing-alerts/important-notification-2017-02-10-000000
608,https://safecomputing.umich.edu/phishing-alerts/new-mail-received-2017-02-10-000000
609,https://safecomputing.umich.edu/phishing-alerts/net-id-2017-02-09-000000
610,https://safecomputing.umich.edu/phishing-alerts/remotedocs-2017-02-09-000000
611,https://safecomputing.umich.edu/phishing-alerts/new-message-faculty-admin-2017-02-07-000000
612,https://safecomputing.umich.edu/phishing-alerts/system-posted-today-2017-02-06-000000
613,https://safecomputing.umich.edu/phishing-alerts/verify-your-e-mail-2017-02-03-000000
614,https://safecomputing.umich.edu/phishing-alerts/it-supporthelp-desk-2017-02-03-000000
615,https://safecomputing.umich.edu/phishing-alerts/fwd-fyi-2017-02-02-000000
616,https://safecomputing.umich.edu/phishing-alerts/library-notifications-2017-02-02-000000
617,https://safecomputing.umich.edu/phishing-alerts/your-profile-name-2017-02-02-000000
618,https://safecomputing.umich.edu/phishing-alerts/transaction-document-2017-02-01-000000
619,https://safecomputing.umich.edu/phishing-alerts/login-alert-2017-02-01-000000
620,https://safecomputing.umich.edu/phishing-alerts/important-about-your-email-2017-01-31-000000
621,https://safecomputing.umich.edu/phishing-alerts/problem-notice-2017-01-31-000000
622,https://safecomputing.umich.edu/phishing-alerts/web-mailbox-2017-01-30-000000
623,https://safecomputing.umich.edu/phishing-alerts/re-incident-case-no-00297-2017-01-30-000000
624,https://safecomputing.umich.edu/phishing-alerts/update-your-email-account-2017-01-29-000000
625,https://safecomputing.umich.edu/phishing-alerts/outlook-web-access-2017-01-27-000000
626,https://safecomputing.umich.edu/phishing-alerts/admin-authentication-university-michigan-2017-01-27-000000
627,https://safecomputing.umich.edu/phishing-alerts/dear-user-2017-01-25-000000
628,https://safecomputing.umich.edu/phishing-alerts/vpn-client-security-improvement-2017-01-24-000000
629,https://safecomputing.umich.edu/phishing-alerts/docs-2017-01-24-000000
630,https://safecomputing.umich.edu/phishing-alerts/helpdesk-2017-01-23-000000
631,https://safecomputing.umich.edu/phishing-alerts/important-2017-01-23-000000
632,https://safecomputing.umich.edu/phishing-alerts/employeestaff-engagement-survey-2017-01-23-000000
633,https://safecomputing.umich.edu/phishing-alerts/account-notice-2017-01-23-000000
634,https://safecomputing.umich.edu/phishing-alerts/tax-documents-2017-01-20-000000
635,https://safecomputing.umich.edu/phishing-alerts/name-changes-your-paystub-information-2017-01-19-000000
636,https://safecomputing.umich.edu/phishing-alerts/important-2017-01-19-000000
637,https://safecomputing.umich.edu/phishing-alerts/account-termination-2017-01-18-000000
638,https://safecomputing.umich.edu/phishing-alerts/documents-2017-01-18-000000
639,https://safecomputing.umich.edu/phishing-alerts/important-2017-01-18-000000
640,https://safecomputing.umich.edu/phishing-alerts/account-update-2017-01-17-000000
641,https://safecomputing.umich.edu/phishing-alerts/internal-memo-dropbox-2017-01-17-000000
642,https://safecomputing.umich.edu/phishing-alerts/dear-account-owner-2017-01-16-000000
643,https://safecomputing.umich.edu/phishing-alerts/admin-alert-mailbox-quota-reached-2017-01-16-000000
644,https://safecomputing.umich.edu/phishing-alerts/important-tax-document-available-2017-01-16-000000
645,https://safecomputing.umich.edu/phishing-alerts/no-subject-2017-01-13-000000
646,https://safecomputing.umich.edu/phishing-alerts/new-picture-uploaded-2017-01-13-000000
647,https://safecomputing.umich.edu/phishing-alerts/file-2017-01-13-000000
648,https://safecomputing.umich.edu/phishing-alerts/imservice-2017-01-09-000000-0
649,https://safecomputing.umich.edu/phishing-alerts/last-warning-your-mailbox-closure-request-progress-2017-01-09-000000
650,https://safecomputing.umich.edu/phishing-alerts/imservice-2017-01-09-000000
651,https://safecomputing.umich.edu/phishing-alerts/ict-helpdesk-2017-01-09-000000
652,https://safecomputing.umich.edu/phishing-alerts/info-2017-01-06-000000
653,https://safecomputing.umich.edu/phishing-alerts/notification-2017-01-06-000000
654,https://safecomputing.umich.edu/phishing-alerts/ict-helpdesk-2017-01-06-000000
655,https://safecomputing.umich.edu/phishing-alerts/notice-2017-01-05-000000
656,https://safecomputing.umich.edu/phishing-alerts/university-email-verification-2017-01-05-000000
657,https://safecomputing.umich.edu/phishing-alerts/important-2017-01-04-000000
658,https://safecomputing.umich.edu/phishing-alerts/activation-2017-01-04-000000
659,https://safecomputing.umich.edu/phishing-alerts/your-account-status-2017-01-04-000000
660,https://safecomputing.umich.edu/phishing-alerts/system-alert-user-id-or-email-2017-01-04-000000
661,https://safecomputing.umich.edu/phishing-alerts/account-notice-2017-01-04-000000
662,https://safecomputing.umich.edu/phishing-alerts/james-sent-document-you-2017-01-04-000000
663,https://safecomputing.umich.edu/phishing-alerts/secure-notification-2017-01-04-000000
664,https://safecomputing.umich.edu/phishing-alerts/profile-notification-2017-01-03-000000
665,https://safecomputing.umich.edu/phishing-alerts/your-phone-number-2017-01-03-000000
666,https://safecomputing.umich.edu/phishing-alerts/important-2016-12-22-000000
667,https://safecomputing.umich.edu/phishing-alerts/important-reminder-2016-12-21-000000
668,https://safecomputing.umich.edu/phishing-alerts/it-service-desk-2016-12-21-000000
669,https://safecomputing.umich.edu/phishing-alerts/it-support-helpdesk-2016-12-21-000000
670,https://safecomputing.umich.edu/phishing-alerts/you-have-incoming-document-share-you-google-docs-2016-12-19-000000
671,https://safecomputing.umich.edu/phishing-alerts/microsoft-2016-final-update-request-warning-alert-2016-12-18-000000
672,https://safecomputing.umich.edu/phishing-alerts/important-2016-12-15-000000
673,https://safecomputing.umich.edu/phishing-alerts/your-profile-2016-12-15-000000
674,https://safecomputing.umich.edu/phishing-alerts/shared-pdf-2016-12-14-000000
675,https://safecomputing.umich.edu/phishing-alerts/pdf-document-notification-2016-12-14-000000
676,https://safecomputing.umich.edu/phishing-alerts/all-facultystaff-final-notice-2016-12-14-000000
677,https://safecomputing.umich.edu/phishing-alerts/you-need-sign-2016-12-14-000000
678,https://safecomputing.umich.edu/phishing-alerts/notification-new-message-staffportal-2016-12-13-000000
679,https://safecomputing.umich.edu/phishing-alerts/re-possible-virusphishing-scam-detected-2016-12-12-000000
680,https://safecomputing.umich.edu/phishing-alerts/notice-2016-12-12-000000
681,https://safecomputing.umich.edu/phishing-alerts/student-project-2016-12-07-000000
682,https://safecomputing.umich.edu/phishing-alerts/confidential-2016-12-07-000000
683,https://safecomputing.umich.edu/phishing-alerts/can-documents01-agreements01pdf-2016-12-06-000000
684,https://safecomputing.umich.edu/phishing-alerts/funding-contract-agreement-2016-12-06-000000
685,https://safecomputing.umich.edu/phishing-alerts/review-pdf-contract-statement-2016-12-06-000000
686,https://safecomputing.umich.edu/phishing-alerts/your-documents-are-ready-2016-12-06-000000
687,https://safecomputing.umich.edu/phishing-alerts/important-message-2016-12-05-000000
688,https://safecomputing.umich.edu/phishing-alerts/read-2016-12-02-000000
689,https://safecomputing.umich.edu/phishing-alerts/view-signed-agreement-now-2016-12-02-000000
690,https://safecomputing.umich.edu/phishing-alerts/development-document-proposal-contract-2016-12-02-000000
691,https://safecomputing.umich.edu/phishing-alerts/party-agreementpdf-2016-12-01-000000
692,https://safecomputing.umich.edu/phishing-alerts/director-center-venture-capital-and-private-equity-2016-12-01-000000
693,https://safecomputing.umich.edu/phishing-alerts/email-deactivation-2016-11-28-000000
694,https://safecomputing.umich.edu/phishing-alerts/verify-your-email-address-now-2016-11-28-000000
695,https://safecomputing.umich.edu/phishing-alerts/important-notification-2016-11-28-000000
696,https://safecomputing.umich.edu/phishing-alerts/umich-its-2016-11-25-000000
697,https://safecomputing.umich.edu/phishing-alerts/u-m-its-2016-11-25-000000
698,https://safecomputing.umich.edu/phishing-alerts/quota-limit-2016-11-21-000000
699,https://safecomputing.umich.edu/phishing-alerts/help-desk-2016-11-21-000000
700,https://safecomputing.umich.edu/phishing-alerts/login-notification-2016-11-19-000000
701,https://safecomputing.umich.edu/phishing-alerts/r-v-all-staff-and-faculty-2016-11-19-000000
702,https://safecomputing.umich.edu/phishing-alerts/john-sent-document-you-2016-11-19-000000
703,https://safecomputing.umich.edu/phishing-alerts/view-my-attached-document-2016-11-15-000000
704,https://safecomputing.umich.edu/phishing-alerts/faculty-coursedoc-2016-11-15-000000
705,https://safecomputing.umich.edu/phishing-alerts/access-documents-2016-11-15-000000
706,https://safecomputing.umich.edu/phishing-alerts/update-your-email-address-2016-11-14-000000
707,https://safecomputing.umich.edu/phishing-alerts/access-documents-2016-11-14-000000
708,https://safecomputing.umich.edu/phishing-alerts/fyi-2016-11-14-000000
709,https://safecomputing.umich.edu/phishing-alerts/mail-upgrade-2016-11-12-000000
710,https://safecomputing.umich.edu/phishing-alerts/document-2016-11-08-000000
711,https://safecomputing.umich.edu/phishing-alerts/re-your-password-expires-today-2016-11-07-000000
712,https://safecomputing.umich.edu/phishing-alerts/fake-email-umich-dot-edu-school-report-2016-11-04-000000
713,https://safecomputing.umich.edu/phishing-alerts/helpdesk-update-2016-11-03-000000
714,https://safecomputing.umich.edu/phishing-alerts/someone-searched-your-profile-2016-11-02-000000
715,https://safecomputing.umich.edu/phishing-alerts/technical-support-2016-10-31-000000
716,https://safecomputing.umich.edu/phishing-alerts/all-staffpassword-update%E2%80%8B-2016-10-31-000000
717,https://safecomputing.umich.edu/phishing-alerts/registration-error-2016-10-27-000000
718,https://safecomputing.umich.edu/phishing-alerts/new-message-jesse-sacks-2016-10-26-000000
719,https://safecomputing.umich.edu/phishing-alerts/re-email-service-de-activation-2016-10-26-000000
720,https://safecomputing.umich.edu/phishing-alerts/your-record-updated-important-2016-10-26-000000
721,https://safecomputing.umich.edu/phishing-alerts/suspected-spamit-helpdesk-2016-10-25-000000
722,https://safecomputing.umich.edu/phishing-alerts/important-please-verify-your-webmail-2016-10-24-000000
723,https://safecomputing.umich.edu/phishing-alerts/me-address-removed-2016-10-24-000000
724,https://safecomputing.umich.edu/phishing-alerts/please-verify-your-webmail-2016-10-24-000000
725,https://safecomputing.umich.edu/phishing-alerts/it-service-pass-word-update-2016-10-24-000000
726,https://safecomputing.umich.edu/phishing-alerts/warning-2016-10-24-000000
727,https://safecomputing.umich.edu/phishing-alerts/webmail-admin-2016-10-24-000000
728,https://safecomputing.umich.edu/phishing-alerts/help-desk-2016-10-22-000000
729,https://safecomputing.umich.edu/phishing-alerts/important-messages-faculty-2016-10-20-000000
730,https://safecomputing.umich.edu/phishing-alerts/it-support-2016-10-20-000000
731,https://safecomputing.umich.edu/phishing-alerts/campus-safety-information-2016-10-20-000000
732,https://safecomputing.umich.edu/phishing-alerts/inc0903100-2016-10-19-000000
733,https://safecomputing.umich.edu/phishing-alerts/your-record-updated-important-2016-10-19-000000
734,https://safecomputing.umich.edu/phishing-alerts/database-update-2016-10-18-000000
735,https://safecomputing.umich.edu/phishing-alerts/campus-safety-announcement-2016-10-18-000000
736,https://safecomputing.umich.edu/phishing-alerts/your-mailbox-update-2016-10-17-000000-0
737,https://safecomputing.umich.edu/phishing-alerts/important-public-security-announcement-2016-10-17-000000
738,https://safecomputing.umich.edu/phishing-alerts/it-helpdesk-2016-10-17-000000
739,https://safecomputing.umich.edu/phishing-alerts/fw-inward-payment-remittance-2016-10-15-000000
740,https://safecomputing.umich.edu/phishing-alerts/update-your-email-account-now-2016-10-14-000000
741,https://safecomputing.umich.edu/phishing-alerts/dropbox-2016-10-13-000000
742,https://safecomputing.umich.edu/phishing-alerts/it-alerts-2016-10-12-000000
743,https://safecomputing.umich.edu/phishing-alerts/suspension-2016-10-11-000000
744,https://safecomputing.umich.edu/phishing-alerts/transfer-done-2016-10-11-000000
745,https://safecomputing.umich.edu/phishing-alerts/university-michigan-security-update-2016-10-11-000000
746,https://safecomputing.umich.edu/phishing-alerts/re-umich-outlook-exceeded-2016-10-10-000000
747,https://safecomputing.umich.edu/phishing-alerts/reblackboardcourse-error-alert-2016-10-10-000000
748,https://safecomputing.umich.edu/phishing-alerts/you-have-and-important-security-announcement-2016-10-07-000000
749,https://safecomputing.umich.edu/phishing-alerts/university-michigan-security-update-2016-10-07-000000
750,https://safecomputing.umich.edu/phishing-alerts/outlook-web-app-team-2016-10-06-000000
751,https://safecomputing.umich.edu/phishing-alerts/outlook-update-2016-10-05-000000
752,https://safecomputing.umich.edu/phishing-alerts/new-notification-regarding-your-payroll-2016-10-04-000000
753,https://safecomputing.umich.edu/phishing-alerts/you-have-message-2016-10-03-000000
754,https://safecomputing.umich.edu/phishing-alerts/your-mailbox-over-quota%E2%80%8F%E2%80%8F%E2%80%8F-tech-assistance-2016-09-30-000000
755,https://safecomputing.umich.edu/phishing-alerts/pdf-file-2016-09-29-000000
756,https://safecomputing.umich.edu/phishing-alerts/umhs-staff-public-announcement-2016-09-29-000000
757,https://safecomputing.umich.edu/phishing-alerts/account-breaches-contact-user-email-2016-09-28-000000
758,https://safecomputing.umich.edu/phishing-alerts/official-9282016-2016-09-28-000000
759,https://safecomputing.umich.edu/phishing-alerts/re-important-2016-09-27-000000
760,https://safecomputing.umich.edu/phishing-alerts/update-your-email-address-2016-09-26-000000
761,https://safecomputing.umich.edu/phishing-alerts/profile-status-alert-2016-09-23-000000
762,https://safecomputing.umich.edu/phishing-alerts/meeting-notice-2016-09-23-000000
763,https://safecomputing.umich.edu/phishing-alerts/inbox-message-google-doc-2016-09-22-000000
764,https://safecomputing.umich.edu/phishing-alerts/fernie-caballero-has-shared-doc354647-2016-09-22-000000
765,https://safecomputing.umich.edu/phishing-alerts/recent-updates-2016-09-21-000000
766,https://safecomputing.umich.edu/phishing-alerts/important-notice-2016-09-20-000000
767,https://safecomputing.umich.edu/phishing-alerts/account-compromise-2016-09-20-000000
768,https://safecomputing.umich.edu/phishing-alerts/you-have-one-new-important-message-2016-09-20-000000
769,https://safecomputing.umich.edu/phishing-alerts/scanned-documents-attached-2016-09-19-000000
770,https://safecomputing.umich.edu/phishing-alerts/umich-outlook-2016-09-19-000000
771,https://safecomputing.umich.edu/phishing-alerts/it-service-password-update-2016-09-16-000000
772,https://safecomputing.umich.edu/phishing-alerts/its-helpdesk-2016-09-15-000000
773,https://safecomputing.umich.edu/phishing-alerts/blackboard-e-learning-aid-2016-09-15-000000
774,https://safecomputing.umich.edu/phishing-alerts/notice-2016-09-14-000000
775,https://safecomputing.umich.edu/phishing-alerts/vital-information-2016-09-14-000000
776,https://safecomputing.umich.edu/phishing-alerts/daniel-send-you-file-2016-09-13-000000
777,https://safecomputing.umich.edu/phishing-alerts/outlook-web-app-2016-09-13-000000
778,https://safecomputing.umich.edu/phishing-alerts/notice-2016-09-12-000000
779,https://safecomputing.umich.edu/phishing-alerts/account-security-2016-09-10-000000
780,https://safecomputing.umich.edu/phishing-alerts/newsletter-2016-09-09-000000
781,https://safecomputing.umich.edu/phishing-alerts/oit-alert-email-submission-routine-2016-09-08-000000
782,https://safecomputing.umich.edu/phishing-alerts/alart-2016-09-07-000000
783,https://safecomputing.umich.edu/phishing-alerts/it-support-2016-09-07-000000
784,https://safecomputing.umich.edu/phishing-alerts/umhs-important-update-2016-09-07-000000
785,https://safecomputing.umich.edu/phishing-alerts/award-2016-09-07-000000
786,https://safecomputing.umich.edu/phishing-alerts/action-required-please-docusignfilechhmnsbtwhrdx89242wxnxls-2016-09-07-000000
787,https://safecomputing.umich.edu/phishing-alerts/help-desk-support-2016-09-06-000000
788,https://safecomputing.umich.edu/phishing-alerts/account-compromised-2016-09-05-000000
789,https://safecomputing.umich.edu/phishing-alerts/oit-alert-email-submission-routine-2016-09-01-000000
790,https://safecomputing.umich.edu/phishing-alerts/prior-review-2016-08-29-000000
791,https://safecomputing.umich.edu/phishing-alerts/cyber-security-2016-08-25-000000
792,https://safecomputing.umich.edu/phishing-alerts/its-help-desk-admin-2016-08-16-000000
793,https://safecomputing.umich.edu/phishing-alerts/cyber-security-2016-08-16-000000
794,https://safecomputing.umich.edu/phishing-alerts/update-your-email-address-2016-08-15-000000
795,https://safecomputing.umich.edu/phishing-alerts/employeestaff-2016-08-12-000000
796,https://safecomputing.umich.edu/phishing-alerts/ict-technical-support-2016-08-12-000000
797,https://safecomputing.umich.edu/phishing-alerts/re-validate-your-email-2016-08-12-000000
798,https://safecomputing.umich.edu/phishing-alerts/it-support-2016-08-12-000000
799,https://safecomputing.umich.edu/phishing-alerts/customer-update-2016-08-11-000000
800,https://safecomputing.umich.edu/phishing-alerts/umhs-email-upgrade-2016-08-10-000000
801,https://safecomputing.umich.edu/phishing-alerts/medumichedu-email-upgrade-2016-08-09-000000
802,https://safecomputing.umich.edu/phishing-alerts/message-staff-portal-2016-08-09-000000
803,https://safecomputing.umich.edu/phishing-alerts/your-mailbox-over-quota-2016-08-09-000000
804,https://safecomputing.umich.edu/phishing-alerts/important-notice-upgrade-your-mail-filter-2016-08-08-000000
805,https://safecomputing.umich.edu/phishing-alerts/it-support-2016-08-05-000000
806,https://safecomputing.umich.edu/phishing-alerts/john-shared-document-you-2016-08-05-000000
807,https://safecomputing.umich.edu/phishing-alerts/umhs-staff-meeting-notification-2016-08-03-000000
808,https://safecomputing.umich.edu/phishing-alerts/past-due-invoices-2016-08-03-000000
809,https://safecomputing.umich.edu/phishing-alerts/ict-technical-support-2016-08-02-000000
810,https://safecomputing.umich.edu/phishing-alerts/warning-account-might-be-shut-down-2016-08-02-000000
811,https://safecomputing.umich.edu/phishing-alerts/umhs-staff-meeting-notification-2016-08-02-000000
812,https://safecomputing.umich.edu/phishing-alerts/help-desk-2016-08-01-000000
813,https://safecomputing.umich.edu/phishing-alerts/mailbox-95-full-2016-08-01-000000
814,https://safecomputing.umich.edu/phishing-alerts/notice-important-document-available-2016-07-31-000000
815,https://safecomputing.umich.edu/phishing-alerts/update-your-email-address-2016-07-26-000000
816,https://safecomputing.umich.edu/phishing-alerts/message-staff-portal-2016-07-26-000000
817,https://safecomputing.umich.edu/phishing-alerts/you-have-received-shared-document-docusign-2016-07-25-000000
818,https://safecomputing.umich.edu/phishing-alerts/it-support-2016-07-25-000000
819,https://safecomputing.umich.edu/phishing-alerts/it-alert-update-your-e-mail-account-2016-07-25-000000
820,https://safecomputing.umich.edu/phishing-alerts/ict-technical-support-2016-07-22-000000
821,https://safecomputing.umich.edu/phishing-alerts/outlook-2016-07-22-000000
822,https://safecomputing.umich.edu/phishing-alerts/ct-technical-support-2016-07-22-000000
823,https://safecomputing.umich.edu/phishing-alerts/new-blackboard-message-2016-07-21-000000
824,https://safecomputing.umich.edu/phishing-alerts/umhs-staff-meeting-notification-2016-07-21-000000
825,https://safecomputing.umich.edu/phishing-alerts/help-desk-support-2016-07-20-000000
826,https://safecomputing.umich.edu/phishing-alerts/regarding-maintenance-2016-07-20-000000
827,https://safecomputing.umich.edu/phishing-alerts/umhs-staff-meeting-notification-2016-07-19-000000
828,https://safecomputing.umich.edu/phishing-alerts/improved-2016-07-19-000000
829,https://safecomputing.umich.edu/phishing-alerts/john-shared-document-you-2016-07-19-000000
830,https://safecomputing.umich.edu/phishing-alerts/umhs-staff-meeting-notification-2016-07-18-000000
831,https://safecomputing.umich.edu/phishing-alerts/your-outlook-account-password-expires-today-2016-07-14-000000
832,https://safecomputing.umich.edu/phishing-alerts/it-office-2016-07-13-000000
833,https://safecomputing.umich.edu/phishing-alerts/outlook-verification-2016-07-12-000000
834,https://safecomputing.umich.edu/phishing-alerts/its-office-2016-07-12-000000
835,https://safecomputing.umich.edu/phishing-alerts/you-have-exceeded-your-email-quota-2016-07-11-000000
836,https://safecomputing.umich.edu/phishing-alerts/email-notification-2016-07-11-000000
837,https://safecomputing.umich.edu/phishing-alerts/usaa-pending-e-payment-2016-07-07-000000
838,https://safecomputing.umich.edu/phishing-alerts/exchange-admin-center-2016-07-05-000000
839,https://safecomputing.umich.edu/phishing-alerts/hello-2016-07-05-000000
840,https://safecomputing.umich.edu/phishing-alerts/important-staff-message-2016-06-30-000000
841,https://safecomputing.umich.edu/phishing-alerts/1new-message-your-faculty-admin-2016-06-30-000000
842,https://safecomputing.umich.edu/phishing-alerts/email-proof-94845444-2016-06-30-000000
843,https://safecomputing.umich.edu/phishing-alerts/unsuccessful-login-attempt-2016-06-30-000000
