,failed_links
240,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#0960676f6624687a7a7c7b68676a6c497c64606a61276c6d7c
241,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#86efefe7a8f0f3eae8f5e5e7e8f5c6f3ebefe5eea8e3e2f3
242,https://safecomputing.umich.edu/dataguide/?q=node/201
243,https://safecomputing.umich.edu/protect-yourself/copyright-compliance/quiz
244,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4e1c2b3e213c3a1e26273d260e3b23272d26602b2a3b
245,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2656544f5047455f66534b4f454e08434253
246,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#19696b706f787a60596c74707a71377c7d6c
247,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#97fef9f1f8baf6e4e4e2e5f6f9f4f2d7e2fafef4ffb9f2f3e2
248,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#8be2e5ede4a6eaf8f8fef9eae5e8eecbfee6e2e8e3a5eeeffe
249,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6a03040c05470b19191f180b04090f2a1f07030902440f0e1f
250,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#472e3334692e232229332e333e2028312235292629242207322a2e242f69222332
251,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e596808690978c919ca590888c868dcb808190
252,https://safecomputing.umich.edu/curriculum/for-it-staff
253,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2655434553544f525f66534b4f454e08434253
254,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5d2e383e282f3429241d2830343e3573383928
255,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5526303620273c212c1520383c363d7b303120
256,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f79e96d98385969e999e9990b7829a9e949fd9929382
257,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a4cdcdc58ad2d1c8cad7c7c5cad7e4d1c9cdc7cc8ac1c0d1
258,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4d3e25242f2f222128392560383d2a3f2c29283e0d3820242e2563282938
259,https://safecomputing.umich.edu/curriculum/our-shared-responsibility
260,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#70031513050219040930051d1913185e151405
261,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b0c2c0d5ded4c3d5f0c5ddd9d3d89ed5d4c5
262,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6615090a0426130b0f050e48030213
263,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#9aeae8f3ecfbf9e3daeff7f3f9f2b4fffeef
264,https://safecomputing.umich.edu/curriculum/remote-work
265,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#cd9fa8bda2bfb99da5a4bea58db8a0a4aea5e3a8a9b8
266,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2452414a404b560a57414751564d505d0a49454a45434149414a506451494d474c0a4140511b5751464e4147501972414a404b5601161477414751564d505d011614674b4a5751485001161476415551415750
267,https://safecomputing.umich.edu/curriculum/sensitive-data
268,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#89faeceafcfbe0fdf0c9fce4e0eae1a7ecedfc
269,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6f1f1d06190e0c162f1a02060c07410a0b1a
270,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f487919781869d808db481999d979cda919081
271,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5c0e392c332e280c34352f341c2931353f3472393829
272,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a1d2c4c2d4d3c8d5d8e1d4ccc8c2c98fc4c5d4
273,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#afcdcad6c0c1cb81ccc0dcc6c8c1efdac2c6ccc781cacbda
274,https://safecomputing.umich.edu/dataguide/?q=node/149
275,https://safecomputing.umich.edu/dataguide/?q=node/247
276,https://safecomputing.umich.edu/node/3884
277,https://safecomputing.umich.edu/curriculum/secure-devices
278,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/services/monthly-vulnerability-scanning-faq
279,https://safecomputing.umich.edu/two-factor-authentication/systems-that-require-duo
280,https://safecomputing.umich.edu/dataguide/?q=node/251
281,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f28097829d8086829a9b819ab2879f9b919adc979687
282,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#0f7c6a6c7a7d667b764f7a62666c67216a6b7a
283,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#ffb6bed2bc909292d2afacbed2ab9a9e92bf8a92969c97d19a9b8a
284,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#cb828ae688a4a6a6e69b988ae69faeaaa68bbea6a2a8a3e5aeafbe
285,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1a3a4b8aeafa5efa2aeb2a8a6af81b4aca8a2a9efa4a5b4
286,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#afc6ce81c6c1d9cac1dbc0ddd681dfc6c3c0dbefdac2c6ccc781cacbda
287,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#90c2f5e0ffe2e4c0f8f9e3f8d0e5fdf9f3f8bef5f4e5
288,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3d5f4a58544e587d4850545e5513585948
289,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bcd7d5d1d4cbfcc9d1d5dfd492d9d8c9
290,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#430a026e002c2e2e6e1310026e1726222e03362e2a202b6d262736
291,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#452c2b232a682436363037242b26200530282c262d6b202130
292,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a9dac6c5cbe9dcc4c0cac187cccddc
293,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1b3b1a4afa5b2a481b4aca8a2a9efa4a5b4
294,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b1e3d4c1dec3c5e1d9d8c2d9f1c4dcd8d2d99fd4d5c4
295,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#84d6e1f4ebf6f0d4ecedf7ecc4f1e9ede7ecaae1e0f1
296,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a3f1c6d3ccd1d7f3cbcad0cbe3d6cecac0cb8dc6c7d6
297,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d98bbca9b6abad89b1b0aab199acb4b0bab1f7bcbdac
298,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#efbd8a9f809d9bbf87869c87af9a82868c87c18a8b9a
299,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#124077627d6066427a7b617a52677f7b717a3c777667
300,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#93e1f6e3fce1e7e3fbfae0fbd3e6fefaf0fbbdf6f7e6
301,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#592a3c3a2c2b302d20192c34303a31773c3d2c
302,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c0a9aea6afeda1b3b3b5b2a1aea3a580b5ada9a3a8eea5a4b5
303,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#217344514e5355714948524961544c4842490f4445541e5254434b4442551c7149485249484f460413115344514e5355
304,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#daaaa8b3acbbb9a39aafb7b3b9b2f4bfbeaf
305,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5831363e3775392b2b2d2a39363b3d182d35313b30763d3c2d76
306,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#46662f2820296b27353533342728252306332b2f252e68232233
307,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3152504356585d5d4571445c5852591f545544
308,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3a685f4a55484e6a525349527a4f57535952145f5e4f
309,https://safecomputing.umich.edu/it-security-professionals/security-unit-liaisons/mitigate-resources
310,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7f16111910521e0c0c0a0d1e111c1a3f0a12161c17511a1b0a
311,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3d54545c1354535b524f507d4850545e551358594813
312,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c2afb1abb1aaa7aeb282b7afaba1aaeca7a6b7
313,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/vulnerability-management/tenable-agent
314,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4b22222a6522252d2439260b3e26222823652e2f3e
315,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5a33333b7433343c3528371a2f37333932743f3e2f
316,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7f16161e51161119100d123f0a12161c17511a1b0a
317,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bbd2d2da95d2d5ddd4c9d6fbced6d2d8d395dedfce
318,https://safecomputing.umich.edu/dataguide/?q=node/266
319,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f79e9e96d99e999198859ab7829a9e949fd9929382
320,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5c35353d7235323a332e311c2931353f3472393829
321,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a2cbcbc38ccbccc4cdd0cfe2d7cfcbc1ca8cc7c6d7
322,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#741d1d155a1d1a121b06193401191d171c5a111001
323,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e38a8a82cd8a8d858c918ea3968e8a808bcd868796
324,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#375e5e56195e595158455a77425a5e545f19525342
325,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e48d8d85ca8d8a828b9689a491898d878cca818091
326,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#127b7b733c7b7c747d607f52677f7b717a3c777667
327,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#563f3f37783f383039243b16233b3f353e78333223
328,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#dbb2b2baf5b2b5bdb4a9b69baeb6b2b8b3f5bebfae
329,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c7f38f828b9787b2aaaea4afe9a2a3b2
330,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2d44444c0344434b425f406d5840444e4503484958
331,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7b12121a5512151d1409163b0e16121813551e1f0e
332,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#81e8e8e0afe8efe7eef3ecc1f4ece8e2e9afe4e5f4
333,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1360767066617a676a53667e7a707b3d767766
334,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6f06060e41060109001d022f1a02060c07410a0b1a
335,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d7bebeb6f9beb9b1b8a5ba97a2babeb4bff9b2b3a2
336,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c6abb5afb5aea3aab686b3abafa5aee8a3a2b3
337,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f0bdb3b9a4a3958286999395b495839bb09d9594de859d999398de959485
338,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e1aca2a8b5b2849397888284a584928aa18c8485cf948c888289cf848594
339,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5e37373f70373038312c331e2b33373d36703b3a2b
340,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2a43434b0443444c4558476a5f47434942044f4e5f
341,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e78a948e948f828b97a7928a8e848fc9828392
342,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#402929216e292e262f322d00352d2923286e252435
343,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#016868602f686f676e736c41746c6862692f646574
344,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f39a9a92dd9a9d959c819eb3869e9a909bdd969786
345,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a1ece2e8f5f2c4d3d7c8c2c4e5c4d2cae1ccc4c58fd4ccc8c2c98fc4c5d4
346,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#09647a607a616c6579497c64606a61276c6d7c
347,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c5acaca4ebacaba3aab7a885b0a8aca6adeba0a1b0
348,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#97fefef6b9fef9f1f8e5fad7e2fafef4ffb9f2f3e2
349,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#115845423f446274633f5075677e7270657451647c7872793f747564
350,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2175534440525453580c7344514e535568657549444755614c4842494846404f0f464e57
351,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#8be2e2eaa5e2e5ede4f9e6cbfee6e2e8e3a5eeeffe
352,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4f26262e61262129203d220f3a22262c27612a2b3a
353,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d8b1b1b9f6b1b6beb7aab598adb5b1bbb0f6bdbcad
354,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#096060682760676f667b64497c64606a61276c6d7c
355,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#583131397631363e372a35182d35313b30763d3c2d
356,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e68b89848f8a83a6948395c8858f958589c885898b
357,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b1e4fcf9e29cf4dfd2c3c8c1c5d8dedff1dcd4d59fc4dcd8d2d99fd4d5c4
358,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1b72727a3572757d7469765b6e76727873357e7f6e
359,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#751c1c145b1c1b131a07183500181c161d5b101100
360,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3a53535b1453545c5548577a4f57535952145f5e4f
361,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f1989890df989f979e839cb1849c989299df949584
362,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#284141490641464e475a45685d45414b40064d4c5d
363,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b0d9d9d19ed9ded6dfc2ddf0c5ddd9d3d89ed5d4c5
364,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#385151591651565e574a55784d55515b50165d5c4d
365,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1f6c7a7c6a6d766b665f6a72767c77317a7b6a
366,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#390d717c7569794c54505a51175c5d4c
367,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#036a6a622d6a6d656c716e43766e6a606b2d666776
368,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#117878703f787f777e637c51647c7872793f747564
369,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#ec85858dc29a9980829f8f8d829fac9981858f84c2898899
370,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6e07070f40070008011c032e1b03070d06400b0a1b
371,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#cba2a2aae5a2a5ada4b9a68bbea6a2a8a3e5aeafbe
372,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a5ccd1d68bccc1c0cbd1ccd1dcc2cad3c0d7cbc4cbc6c0e5d0c8ccc6cd8bc0c1d0
373,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#780d15550b1e17380d15111b10561d1c0d
374,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f4a1b9d987929bb481999d979cda919081
375,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1a5aca2a0efafaeb5a8a2a4b281b4aca8a2a9efa4a5b4
376,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e1828e8c918d88808f8284cca6938e9491a18c8485cf948c888289cf848594
377,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#297b66076a464459454048474a4c695c44404a41074c4d5c
378,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3545475c4354564c7540585c565d1b505140
379,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#8efafcebeffdfbfcf7cefbe3e7ede6a0ebeafb
380,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#0d68757d627f796e6263797f62617e4d7860646e6523686978
381,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3f574d4d4f4a52565c577f4a52565c57115a5b4a
382,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bbd8d4d6cbd7d2dad5d8de96fcc9d4cecbfbd6dedf95ced6d2d8d395dedfce
383,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a2c1cdcfd2cecbc3ccc1c78fe5d0cdd7d2e2cfc7c68cd7cfcbc1ca8cc7c6d7
384,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5b3f36383a7535342f32383e281b2e36323833753e3f2e
385,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c8a0babab8bda5a1aba088bda5a1aba0e6adacbd
386,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#37524f475845435458594345585b4477425a5e545f19525342
387,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d68499f895b9bba6babfb7b8b5b396a3bbbfb5bef8b3b2a3
388,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7123140214100312195f381f171e031c1005181e1f5f221412040318050831041c1812195f141504
389,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d6a2a4b3b7a5a3a4af96a3bbbfb5bef8b3b2a3
390,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6b1b19021d0a08122b1e06020803450e0f1e
391,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1b4acecb2a7ae81b4aca8a2a9efa4a5b4
392,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#affae282dcc9c0efdac2c6ccc781cacbda
393,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6032051305011203084e290e060f120d0114090f0e4e330503151209141920150d0903084e050415
394,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6a0905071a06030b04090f472d18051f1a2a070f0e441f07030902440f0e1f
395,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#06546376697472566e6f756e46736b6f656e28636273
396,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1d4f786d726f694d75746e755d6870747e7533787968
397,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#97c5f2e7f8e5e3c7fffee4ffd7e2fafef4ffb9f2f3e2
398,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e980878f86c4889a9a9c9b88878a8ca99c84808a81c78c8d9c
399,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#590b3c29362b2d0931302a31192c34303a31773c3d2c
400,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#fdaf988d928f89ad95948e95bd8890949e95d3989988
401,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bac9dfd9cfc8d3cec3facfd7d3d9d294dfdecf
402,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2e5d4b4d5b5c475a576e5b43474d46004b4a5b
403,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1b497e687e7a6978733552757d7469767a6f72747535487e786e69726f625b6e76727873357e7f6e
404,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#287a4d58475a5c7840415b40685d45414b40064d4c5d
405,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#92e1f7f1e7e0fbe6ebd2e7fffbf1fabcf7f6e7
406,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b2c1d7d1c7c0dbc6cbf2c7dfdbd1da9cd7d6c7
407,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4f3c2a2c3a3d263b360f3a22262c27612a2b3a
408,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#613304110e1315310908120921140c0802094f040514
409,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e695838593948f929fa6938b8f858ec8838293
410,https://safecomputing.umich.edu/dataguide
411,https://safecomputing.umich.edu/dataguide/?q=node/74
412,https://safecomputing.umich.edu/dataguide/?q=node/249
413,https://safecomputing.umich.edu/be-aware/phishing-and-suspicious-email/dont-fall-for-phish/
414,https://safecomputing.umich.edu/training/phishing/
415,https://safecomputing.umich.edu/login/copyright
